step,reward
1,0.0010208334
2,0.00058373704
3,0.0020226706
4,0.00029244815
5,0.0005348148
6,0.0012330705
7,0.0016329484
8,0.0016084481
9,0.0120266825
10,0.00048
11,0.00059853337
12,0.00015112592
13,0.0046542264
14,0.015052802
15,0.023296537
16,0.020663125
17,3e-05
18,0.00046151484
19,0.00045111479
20,0.00719717
21,0.0016526815
22,0.0019845334
23,0.0023232002
24,0.002195926
25,0.0016182258
26,0.0008427
27,0.0033496334
28,4.0333334e-06
29,0.00037218147
30,0.0009038371
31,0.0012848927
32,0.012013337
33,0.018171204
34,0.0103664035
35,0.00023707037
36,0.008046949
37,0.001957515
38,0.01943956
39,0.0023822372
40,0.016442405
41,0.001024726
42,0.0035497816
43,7.2592593e-07
44,0.0011739593
45,0.0072385343
46,0.017056728
47,0.022889616
48,0.018352134
49,0.0068907263
50,1.9737035e-05
51,0.006780033
52,0.002190226
53,0.0027075
54,0.028933425
55,0.055670854
56,0.05328463
57,0.00014520001
58,0.00012
59,0.0030401333
60,0.0109443
61,0.0014008334
62,0.0016084481
63,0.016913962
64,0.0017125926
65,0.009481482
66,0.009900834
67,2.1392592e-05
68,0.00058373704
69,0.009600371
70,0.024864003
71,0.0015123001
72,0.00090018153
73,0.0063948
74,0.0068000923
75,0.0013200332
76,0.0017125926
77,0.015247561
78,0.0022417926
79,0.018500835
80,0.0017125926
81,0.009269348
82,0.009564626
83,2.3703706e-05
84,0.00058963336
85,0.0012980149
86,0.016116282
87,0.0021788483
88,0.015428449
89,0.021924032
90,0.00010083333
91,0.00030083334
92,0.0041929483
93,0.0011781335
94,0.013132183
95,0.027927836
96,0.029474227
97,0.00012951484
98,8.112593e-05
99,0.00034003335
100,0.0062016146
101,0.0015408334
102,0.016023705
103,0.032802135
104,0.033555925
105,0.00012813334
106,0.00012675927
107,0.0024600928
108,0.0092459265
109,0.01898406
110,0.0012718369
111,0.009792134
112,0.0009709037
113,0.00046675923
114,0.0021392591
115,8.333334e-07
116,0.0013736334
117,0.0077227256
118,0.0175692
119,0.023111125
120,0.018253334
121,5.9259264e-06
122,0.00017925927
123,0.0005320037
124,0.0084224595
125,0.023129633
126,0.0017941332
127,0.0134832
128,0.023166671
129,0.018352134
130,1.1614815e-05
131,0.0005292
132,0.0011823149
133,0.0019737037
134,0.002675926
135,0.026621336
136,0.046203792
137,0.0008321334
138,0.0011991148
139,5.6033343e-05
140,0.0029601331
141,0.0011244481
142,0.0015938372
143,0.001962904
144,0.0018881336
145,0.01414117
146,0.016882315
147,0.00587067
148,0.00070083333
149,0.014228148
150,0.035226133
151,0.043930136
152,0.0006317371
153,6.4533335e-05
154,5.925926e-08
155,0.0005152926
156,0.0041850703
157,0.0010640593
158,0.012013337
159,0.0017025335
160,0.012403334
161,0.0007871149
162,0.002588504
163,0.0008965335
164,0.0006880038
165,0.0091875
166,0.0017429481
167,0.0017327999
168,0.015488981
169,0.023203734
170,0.013553961
171,0.00023894814
172,0.008534533
173,0.025268683
174,0.038092036
175,0.03600713
176,0.02024535
177,0.0039751707
178,0.0009408001
179,0.001814815
180,0.0213867
181,0.047494676
182,0.05808
183,0.0010680334
184,0.0038988001
185,0.0044896337
186,0.0014237036
187,0.0004082371
188,0.00821156
189,0.0018565333
190,0.018467737
191,0.03686676
192,0.0012075593
193,0.0044327257
194,0.0034632927
195,0.00013511482
196,0.0008181482
197,0.013006949
198,0.031752534
199,0.039821632
200,0.00059259264
201,0.0012033334
202,1.4814816e-06
203,0.00092222594
204,0.0056764595
205,0.01484446
206,0.0013067999
207,0.010665959
208,0.019034406
209,0.0003490704
210,0.00034228148
211,0.000108299995
212,0.0005691259
213,0.0092459265
214,0.024102226
215,0.03216596
216,0.0005749482
217,8.112593e-05
218,0.000107037034
219,0.000108299995
220,0.0005432926
221,0.0012075593
222,0.0018775705
223,0.019609634
224,0.0019467594
225,0.00096711493
226,0.0051570376
227,0.0034561334
228,0.00022595927
229,0.00679006
230,0.020072533
231,0.0014237036
232,0.00090018153
