step,reward
1,0.007489201
2,0.013546877
3,0.007394701
4,0.00030720004
5,0.0012288002
6,0.0019320189
7,0.021186918
8,0.0024030753
9,0.0015552
10,0.0115248
11,0.00049207505
12,2.43e-05
13,6.0918752e-05
14,0.00039421872
15,0.0009075
16,0.011495419
17,0.0015229688
18,0.0010800001
19,0.007970701
20,0.00030720004
21,0.00034171878
22,0.00016216876
23,0.0041242694
24,0.0011346751
25,0.012060075
26,0.024926418
27,0.025535423
28,0.012885769
29,0.001026675
30,0.0011439187
31,0.016638076
32,0.0026367188
33,0.023688298
34,0.047044802
35,0.04963367
36,0.00033667503
37,0.00014851875
38,4.501875e-05
39,0.0015336752
40,0.00062791875
41,0.001098075
42,0.0017214188
43,0.0022317187
44,0.021991668
45,0.0019926752
46,0.010887076
47,0.00037276876
48,0.00045046877
49,0.00011701877
50,0.003712969
51,0.001098075
52,0.0013872002
53,0.014421168
54,0.0013872002
55,0.0006697688
56,0.0036796685
57,2.2968752e-05
58,0.00036750003
59,0.000516675
60,0.001026675
61,0.012638268
62,0.0016317187
63,0.011466076
64,0.0007056751
65,0.0024570748
66,3.0000004e-07
67,0.000195075
68,0.0044652
69,0.0011812687
70,0.0014386689
71,0.014851876
72,0.0014179689
73,0.0006912
74,0.0003024188
75,3.9675004e-05
76,3.7968755e-05
77,0.00033667503
78,0.006091875
79,0.016708802
80,0.022935674
81,0.018081075
82,0.0064827004
83,0.00032669998
84,0.007394701
85,0.020085467
86,0.0015660189
87,0.0015336752
88,0.0019804689
89,0.019737678
90,0.0018135187
91,0.0008748
92,0.00040516877
93,0.0014076749
94,2.43e-05
95,0.00037807503
96,0.0008992688
97,0.011407499
98,0.0015229688
99,0.010801519
100,0.0155952005
101,0.008849419
102,0.00020280002
103,0.0009832687
104,0.0016762686
105,0.0023496752
106,0.025056303
107,0.04794002
108,0.045337968
109,0.020948421
110,0.0013067999
111,0.0017786999
112,0.002895919
113,0.031541422
114,0.0039675003
115,0.0032760752
