time,energy_abs,energy_wave,eta
9.0,11093.26627796559,11303.540851937834,0.9813974597228798
18.0,33690.22806956689,11303.540851937834,2.980502172802885
27.0,7942.789930778124,11303.540851937834,0.7026815787034063
36.0,7104.907723788074,11303.540851937834,0.6285559380775836
45.0,18025.523722816328,11303.540851937834,1.5946793981574456
54.0,24126.791240327217,11303.540851937834,2.134445441154929
63.0,28119.99123522946,11303.540851937834,2.487715274670651
72.0,22098.335129289393,11303.540851937834,1.9549922823962669
81.0,11908.720725284422,11303.540851937834,1.053538964584079
90.0,27754.130945735673,11303.540851937834,2.4553484000526806
99.0,15442.798280644764,11303.540851937834,1.3661912212222695
108.0,20462.10831443252,11303.540851937834,1.8102388076851672
117.0,6793.111102844343,11303.540851937834,0.6009719601871265
126.0,27433.00699627193,11303.540851937834,2.4269392534259677
135.0,6197.415227761191,11303.540851937834,0.5482720245752666
144.0,11156.846875996416,11303.540851937834,0.9870222987767351
153.0,13842.855708038122,11303.540851937834,1.2246477355513743
162.0,15456.853487881363,11303.540851937834,1.367434655241813
171.0,14080.507166575744,11303.540851937834,1.2456722500509068
180.0,12386.092689798035,11303.540851937834,1.0957710377695156
189.0,15434.333435467073,11303.540851937834,1.3654423545362837
198.0,12598.853782709091,11303.540851937834,1.1145935550406927
207.0,34380.61908230957,11303.540851937834,3.0415795840128714
216.0,18333.35786177309,11303.540851937834,1.6219128237706235
225.0,18483.016786893622,11303.540851937834,1.6351528276845186
234.0,18049.681205768942,11303.540851937834,1.5968165588285177
243.0,10904.596631484466,11303.540851937834,0.9647062610133376
252.0,21401.1946483386,11303.540851937834,1.8933177602193265
261.0,6493.396114562067,11303.540851937834,0.5744568184091505
270.0,11070.96330213003,11303.540851937834,0.9794243633163912
279.0,22892.422477153174,11303.540851937834,2.025243485825823
288.0,11827.251571331206,11303.540851937834,1.0463315633794157
297.0,34556.8841444325,11303.540851937834,3.057173375766427
306.0,8537.54440525968,11303.540851937834,0.7552982306244362
315.0,16353.599469399986,11303.540851937834,1.4467678476692893
