time,energy_abs,energy_wave,eta
9.0,19214.4264920853,11303.540851937834,1.699859074582922
18.0,12777.760141915549,11303.540851937834,1.1304210166785906
27.0,9052.216155044975,11303.540851937834,0.8008301357616713
36.0,6327.029900110821,11303.540851937834,0.5597387564646294
45.0,5510.261928984989,11303.540851937834,0.4874810469712535
54.0,4325.630756398728,11303.540851937834,0.38267926953678055
63.0,6961.320651114424,11303.540851937834,0.6158530979185167
72.0,8127.330614054946,11303.540851937834,0.7190074968996664
81.0,8053.79946619675,11303.540851937834,0.712502354058024
90.0,9980.367852505251,11303.540851937834,0.8829417244769153
99.0,12565.53916136924,11303.540851937834,1.1116462819891568
108.0,13013.37088527975,11303.540851937834,1.1512649934864252
117.0,11345.585583269809,11303.540851937834,1.0037196071463543
126.0,13488.837280204214,11303.540851937834,1.193328485019961
135.0,11310.540914808833,11303.540851937834,1.0006192805389647
144.0,9203.149853886156,11303.540851937834,0.8141829161707681
153.0,12269.9580976505,11303.540851937834,1.0854968596452665
162.0,11912.002834992585,11303.540851937834,1.0538293257860378
171.0,8018.04956798466,11303.540851937834,0.7093396372880872
180.0,5715.838028606827,11303.540851937834,0.5056679233062555
189.0,1826.3453963284164,11303.540851937834,0.16157285758960344
198.0,1402.1483128871032,11303.540851937834,0.124045052011001
207.0,2149.7013551652694,11303.540851937834,0.19017946529531346
216.0,3663.4995953051966,11303.540851937834,0.32410194675212245
225.0,1642.1090365246191,11303.540851937834,0.1452738622378759
234.0,1520.8144453496398,11303.540851937834,0.13454319007383578
243.0,726.1274417816912,11303.540851937834,0.0642389363910873
252.0,928.137342689273,11303.540851937834,0.08211031877946078
261.0,2809.0108858190233,11303.540851937834,0.24850716449062574
270.0,1905.76515045768,11303.540851937834,0.1685989527901748
279.0,551.1568490924604,11303.540851937834,0.048759663570196426
288.0,1969.233723403759,11303.540851937834,0.17421388122520576
297.0,731.6172322604003,11303.540851937834,0.0647246063727876
306.0,3463.9958006861616,11303.540851937834,0.3064522742085997
315.0,1538.3553201737934,11303.540851937834,0.13609499362406105
324.0,2884.176203961535,11303.540851937834,0.25515687887013594
333.0,8274.131225597732,11303.540851937834,0.7319946319457274
342.0,7877.94474334083,11303.540851937834,0.6969448641387683
351.0,6544.008905601029,11303.540851937834,0.5789344234093825
360.0,8364.857043978527,11303.540851937834,0.7400209503860455
369.0,11087.224601822933,11303.540851937834,0.9808629656009232
378.0,16003.608386503724,11303.540851937834,1.4158048877011955
387.0,17836.147150030374,11303.540851937834,1.57792565919489
396.0,19894.03647449272,11303.540851937834,1.7599827111769288
405.0,18236.86253426803,11303.540851937834,1.6133760892403533
414.0,12986.221145175436,11303.540851937834,1.1488631142469954
423.0,7276.97657586369,11303.540851937834,0.6437785001339784
432.0,5935.873828866031,11303.540851937834,0.5251340183238606
441.0,8219.161498734535,11303.540851937834,0.727131578183793
450.0,8950.3630347262,11303.540851937834,0.791819408799835
459.0,8048.270356767237,11303.540851937834,0.712013205613131
468.0,6505.363538659488,11303.540851937834,0.575515550735081
477.0,3439.455622982562,11303.540851937834,0.30428125735423117
486.0,3156.115338057946,11303.540851937834,0.2792147504396265
495.0,4502.0300450913655,11303.540851937834,0.39828493602688714
504.0,5150.959506953861,11303.540851937834,0.4556943328134919
513.0,3911.19496880659,11303.540851937834,0.34601502485268326
522.0,1463.6415387131985,11303.540851937834,0.1294852257257316
531.0,822.2720739244046,11303.540851937834,0.07274464565529813
540.0,974.8473493520635,11303.540851937834,0.08624265282191994
549.0,4203.940001062827,11303.540851937834,0.37191354957965417
558.0,4489.720998526587,11303.540851937834,0.397195981094445
567.0,4969.912535076083,11303.540851937834,0.4396774957666527
576.0,4973.047670560488,11303.540851937834,0.4399548544744657
585.0,7446.068652112367,11303.540851937834,0.6587377132215912
594.0,8361.46300439702,11303.540851937834,0.7397206869884108
603.0,8937.919845556267,11303.540851937834,0.7907185865590061
612.0,11187.830325317093,11303.540851937834,0.989763338042795
621.0,9959.884104850385,11303.540851937834,0.8811295712832234
630.0,11180.045430149352,11303.540851937834,0.9890746250749108
639.0,9592.618461986925,11303.540851937834,0.8486383680687459
648.0,10943.846460922745,11303.540851937834,0.9681786091874542
657.0,11029.47966700069,11303.540851937834,0.9757543951468836
666.0,8053.879335987694,11303.540851937834,0.712509419967016
675.0,8937.767227664011,11303.540851937834,0.7907050847816199
684.0,8768.52965392915,11303.540851937834,0.7757329998436644
693.0,5114.647573894109,11303.540851937834,0.45248189402679717
702.0,7803.1364402416575,11303.540851937834,0.6903267341139319
711.0,9368.578228385899,11303.540851937834,0.8288180094275315
720.0,10207.30670158509,11303.540851937834,0.9030185174086571
729.0,8567.430746429622,11303.540851937834,0.7579422110869669
738.0,8641.999926775183,11303.540851937834,0.7645391864349863
747.0,8523.050359761235,11303.540851937834,0.7540159735256833
756.0,5877.226312117487,11303.540851937834,0.5199455983838832
765.0,9486.977580648256,11303.540851937834,0.8392925460186086
774.0,8720.451948889073,11303.540851937834,0.7714796684610623
783.0,10562.353142853746,11303.540851937834,0.9344287140823647
792.0,9464.541829576445,11303.540851937834,0.8373077032719247
801.0,9113.112918684292,11303.540851937834,0.8062175417468391
810.0,9558.06581666024,11303.540851937834,0.8455815696920884
819.0,9523.816295496257,11303.540851937834,0.8425515880595533
828.0,10064.287030697185,11303.540851937834,0.8903658740678417
837.0,9771.653381283717,11303.540851937834,0.8644772031419257
846.0,9217.028282570984,11303.540851937834,0.8154107109712311
855.0,9196.184133461404,11303.540851937834,0.8135666738343185
864.0,9238.753160700137,11303.540851937834,0.8173326643143223
873.0,9185.999372128594,11303.540851937834,0.8126656498572998
882.0,7234.347803254864,11303.540851937834,0.6400072241093052
891.0,6911.812592373931,11303.540851937834,0.6114732262138015
900.0,11963.295118828588,11303.540851937834,1.058367044055726
909.0,12937.645843868107,11303.540851937834,1.1445657615905485
918.0,14639.453930351961,11303.540851937834,1.2951210706547966
927.0,12728.35112725039,11303.540851937834,1.1260499071906562
936.0,12932.938541646225,11303.540851937834,1.1441493166655876
945.0,15063.720428069655,11303.540851937834,1.3326550171654568
954.0,17166.00346641012,11303.540851937834,1.518639485738422
963.0,16393.621191695303,11303.540851937834,1.4503084835478655
972.0,14884.235692280206,11303.540851937834,1.3167763877925482
981.0,17698.730158820515,11303.540851937834,1.5657686729009628
990.0,17675.733549501878,11303.540851937834,1.5637342122288713
999.0,15988.113420732632,11303.540851937834,1.4144340813340532
1008.0,18221.705588803212,11303.540851937834,1.6120351868042622
1017.0,18613.78145981334,11303.540851937834,1.6467212976562355
1026.0,18612.108020801887,11303.540851937834,1.6465732520983547
1035.0,21407.742212563637,11303.540851937834,1.8938970091742167
1044.0,17584.70708650153,11303.540851937834,1.5556812964042923
1053.0,16768.440040480542,11303.540851937834,1.4834679026798778
