step,reward
1,-8.409999e-06
2,0.0006100654
3,-0.00011196545
4,-0.00033709843
5,0.0007297661
6,0.0033507636
7,0.0071595167
8,0.011545986
9,0.008019927
10,0.0002503033
11,-0.0010318178
12,0.0022907152
13,0.006315692
14,0.0045247464
15,0.008934541
16,0.005183717
17,0.0007621226
18,-0.0007876534
19,0.0003191498
20,0.0025274407
21,0.0046539423
22,0.00333037
23,0.000588826
24,0.00045136255
25,0.00019379337
26,0.0012139112
27,0.00056548626
28,-0.00055034744
29,0.0016704339
30,0.005880165
31,0.008075326
32,0.0058925403
33,0.0017740672
34,0.0016974707
35,0.003682822
36,0.0037331218
37,-0.00028078235
38,0.0041612727
39,0.009749974
40,0.011005709
41,0.01294692
42,0.007398737
43,0.00017752533
44,0.00168988
45,0.0014099996
46,-0.00056039006
47,0.005681399
48,0.01133926
49,0.01721423
50,0.020350823
51,0.012740181
52,0.006198821
53,-0.00042261812
54,0.0020786948
55,-0.00047047858
56,0.0041881213
57,0.010079663
58,0.010619473
59,0.006973648
60,0.0054732515
61,0.0033125957
62,0.0054074796
63,0.003450338
64,-0.0009295099
65,0.00404078
66,0.007607174
67,0.010669502
68,0.0067921444
69,0.0007935042
70,0.002949444
71,0.0030965488
72,0.0014002614
73,1.9463943e-05
74,0.004047623
75,0.0075193723
76,0.005998916
77,0.0029348552
78,0.002065216
79,0.0040129884
80,0.00508976
81,0.0032883035
82,-0.0009175546
83,0.0041191573
84,0.0077746385
85,0.007125415
86,0.005480345
87,0.00084841537
88,-0.00015650637
89,0.0015920196
90,0.0013592311
91,-0.00030748965
92,0.0045924084
93,0.010109879
94,0.0103679905
95,0.007671473
96,0.00056914083
97,0.0041155936
98,0.004383159
99,0.002282214
100,-0.0006551023
101,0.0039073145
102,0.006463826
103,0.006538131
104,0.0038079296
105,0.00045767514
106,0.003950872
107,0.004480604
108,0.0034160442
109,-0.0009765625
110,0.0043589766
111,0.009376757
112,0.012407479
113,0.0069072577
114,0.0022736392
115,0.0072856587
116,0.0057669813
117,0.0048681884
118,-0.0010306623
119,0.004955487
120,0.008158609
121,0.00908403
122,0.0077545852
123,0.0054762326
124,0.00058975874
125,0.005532129
126,0.0032585163
127,-0.00049225666
128,0.006988626
129,0.016111407
130,0.023105709
131,0.02058888
132,0.016611444
133,0.005518745
134,0.0005910966
135,0.0020931337
136,0.00019193243
137,0.0053834575
138,0.016117284
139,0.025094284
140,0.02859506
141,0.028015673
142,0.01734402
143,0.005619484
144,0.00026884512
145,4.1209743e-05
146,0.0051622987
147,0.016127113
148,0.024033317
149,0.028019262
150,0.020967964
151,0.009321337
152,0.002434498
153,0.00078662
154,-0.0008453618
155,0.0043088803
156,0.011454074
157,0.015883688
158,0.017595379
159,0.01645736
160,0.011696832
161,0.00330762
162,-0.0006656954
