time,energy_abs
8.0,216886.42591185204
16.0,291536.0735840696
24.0,181543.12285631808
32.0,95415.1521017681
40.0,119899.29112429242
48.0,81103.64968564213
56.0,154775.4263239511
64.0,243414.22065403016
72.0,172276.5346520453
80.0,148259.94518059818
88.0,203954.36555623665
96.0,151860.2158675901
104.0,78287.61949245722
112.0,123161.58072054297
120.0,139365.7291300549
128.0,198711.23510616837
136.0,263201.3161343081
144.0,270007.49710400146
152.0,304041.8277417418
160.0,361135.1084355756
168.0,381359.3443895207
176.0,358987.226601001
184.0,304069.6791425507
192.0,306539.4463893644
200.0,349798.3759086161
208.0,368812.1265955612
216.0,357914.4055362056
224.0,400765.1876300727
232.0,375341.27530205186
240.0,374831.24893284566
248.0,319407.195643583
256.0,268532.7899689737
264.0,246368.51172774902
272.0,294950.2151141714
280.0,316895.2990261803
288.0,373360.55712634884
296.0,373907.6924910307
304.0,345600.93701738794
312.0,276236.9367106006
320.0,310903.3310175755
328.0,329112.01067797834
336.0,270840.64239178144
344.0,268636.7441857148
352.0,285672.8602518906
360.0,299733.66948647145
368.0,249695.68430338812
376.0,251899.2016452466
384.0,388515.0977263402
392.0,377351.9892681927
400.0,385918.0384721917
408.0,371275.1665152032
416.0,354143.68758299056
424.0,358591.6264883239
432.0,303677.0712181707
440.0,194120.37711125688
448.0,178557.468804136
456.0,255541.64184261416
464.0,383450.35134752735
472.0,373449.98961259995
480.0,306140.46523258137
488.0,343896.27718305285
496.0,427942.4999041186
504.0,458131.1524739826
512.0,413078.7814912243
520.0,355698.79087207274
528.0,411274.1743106743
536.0,399522.7199759565
544.0,370645.56807032926
552.0,391665.57528749394
560.0,430651.70739669015
568.0,524556.6120781405
576.0,315734.2624618644
584.0,211707.72900284675
592.0,166487.10729220154
600.0,133519.0440599955
608.0,66812.85002410409
616.0,58316.470487011575
624.0,160133.37654993442
632.0,237103.37325686574
640.0,239157.52908824844
648.0,226171.44587135626
656.0,174089.80698392715
664.0,173644.62112242018
672.0,171632.5382735355
680.0,194817.6928721344
688.0,264592.0398781152
696.0,240192.98240620486
704.0,194451.9707920448
712.0,185652.6725855695
720.0,152469.87540741765
728.0,166846.90352733602
