time,energy_abs
9.0,299.29209701094055
18.0,925.4907306121056
27.0,1348.5239949419945
36.0,2262.1076153330323
45.0,276.1522211048766
54.0,214.36347680851506
63.0,1536.5537506205703
72.0,1313.2200390661103
81.0,1265.2516706739482
90.0,3883.6462305647146
99.0,5367.5897371073115
108.0,4395.175866310528
117.0,4476.134188830409
126.0,1931.4652748713966
135.0,2293.220761298424
144.0,3102.1878466170174
153.0,1112.030425697725
162.0,1410.751196619029
171.0,1418.1469018316739
180.0,953.0394833338843
189.0,650.5585501454336
198.0,861.1353581345996
207.0,1627.8144460187814
216.0,1587.992594015551
225.0,524.8016814882377
234.0,2701.7123793050005
243.0,4746.1981438078155
252.0,1866.617388555145
261.0,2411.123941264672
270.0,863.0780120134349
279.0,867.0338033225494
288.0,892.4812096789972
297.0,2198.9415573186734
306.0,2074.6685956494634
315.0,1589.3546275608014
324.0,832.3943851598929
333.0,3089.0513396769825
342.0,3111.5858066728065
351.0,2783.2567577531
360.0,1549.0587989504047
369.0,1499.634367276655
378.0,2038.3273497592875
387.0,1476.015629829897
396.0,9408.060621670347
405.0,2438.2473773141705
414.0,4202.07335511015
423.0,2606.4593983712075
432.0,1572.5550150037661
441.0,1711.6867750969955
450.0,1819.0390303272113
459.0,2376.3902118041788
468.0,1557.7488923135197
477.0,994.6640957003193
486.0,1462.8040497098998
495.0,1386.1160190165585
504.0,1407.0294873159135
513.0,2584.7498923779817
522.0,4445.806919463937
531.0,1596.9109603112622
540.0,1854.482600212961
549.0,1498.7948668592953
558.0,3996.2829063379145
567.0,1672.9201069080393
576.0,5617.645161385042
585.0,2458.4448848421616
594.0,4026.573284139311
603.0,4704.547355197416
612.0,2586.611173150117
621.0,2703.6847773248114
630.0,5880.384225561443
639.0,2105.1685165735257
648.0,3418.3280642973564
657.0,2652.0961058696494
666.0,3069.8479183352556
675.0,1975.3776057102425
684.0,2474.5890618845306
693.0,4288.681110024897
702.0,3843.5323846754513
711.0,4616.701051992506
720.0,4467.652421365331
729.0,4521.188593301558
738.0,3851.6083760808187
747.0,3165.6182775209145
756.0,1616.3079884571782
765.0,1640.5430934572953
774.0,1791.3703770216698
783.0,5384.616295794293
792.0,1809.2345729913325
801.0,2382.5409751145025
810.0,1818.9522873530268
819.0,1666.977793013475
828.0,1678.3769300411884
837.0,4749.786273220842
846.0,2759.230168556254
855.0,5775.676705831302
864.0,4131.745025501461
873.0,2092.0639043525475
882.0,3452.428015743142
891.0,5804.9001118350125
900.0,2543.902974571587
909.0,3522.0731977663145
918.0,4647.434545081654
927.0,2666.8357579001918
936.0,2302.11996799231
945.0,4074.8665804128427
954.0,2511.178986207559
963.0,2845.097728728335
972.0,5371.417965262611
981.0,5624.358333752626
990.0,6405.966730718155
999.0,4919.282137753559
1008.0,3133.178848128229
1017.0,2476.9650668392333
1026.0,2626.2168663780167
1035.0,3938.4270194825094
1044.0,2678.091860868449
1053.0,2163.3230441622227
1062.0,4892.1722204615835
1071.0,5204.993836234133
1080.0,7582.19798877685
1089.0,6692.104165752175
1098.0,6919.913037213122
1107.0,3790.6396552205842
1116.0,4421.331777226141
1125.0,6927.538306763465
1134.0,4975.16031150754
1143.0,3514.400901381088
1152.0,6869.808821552682
1161.0,4106.811594213924
1170.0,5867.7452693721325
1179.0,5039.444983685125
1188.0,6482.626524306058
1197.0,5621.125069478209
1206.0,3617.155939303033
1215.0,2767.983279831266
1224.0,2795.1871132653923
1233.0,2880.0326384547507
1242.0,2570.107475597725
1251.0,2596.457663615727
1260.0,6870.439161330722
1269.0,3803.238122065565
1278.0,3452.3792464087182
1287.0,3255.8891623451664
1296.0,4667.858507025773
1305.0,4276.046112272521
1314.0,3319.7892231296173
1323.0,3132.4602992306595
1332.0,8972.02905735025
1341.0,3697.8896445700407
1350.0,3836.53453818722
1359.0,5334.7503170608525
1368.0,9524.519984443137
1377.0,5000.237582019965
1386.0,2923.081789318985
1395.0,3407.578934288888
1404.0,3276.1939690332665
1413.0,4811.987831565035
1422.0,4551.147502725357
1431.0,6830.326951339197
1440.0,5481.277964989442
1449.0,3850.9230278347395
1458.0,4297.14032065368
1467.0,5361.254365996117
1476.0,12862.15576670489
1485.0,5093.978421648886
1494.0,5279.864668638405
1503.0,4525.850751066737
1512.0,3535.3301648140655
1521.0,3793.229190604706
1530.0,3395.8111527068772
1539.0,3721.7232265232274
1548.0,4181.1448430004075
1557.0,6462.854541938824
1566.0,11967.254469533162
1575.0,7020.892378157627
1584.0,5230.5481987426465
1593.0,4450.979716349028
1602.0,6090.049430227563
1611.0,4612.057501943899
1620.0,6016.551043116276
1629.0,3585.6861170041125
1638.0,3551.211174025597
1647.0,7665.301795003125
1656.0,3610.8047058710185
1665.0,5027.220665949495
1674.0,6293.032918398112
1683.0,5983.946438295889
1692.0,4725.395460057491
1701.0,4541.100700888128
1710.0,4592.308245343288
1719.0,3524.1217787342175
1728.0,3512.1731992060572
1737.0,4773.945800579239
1746.0,5922.590403339002
1755.0,4692.050720707126
1764.0,3977.7452225681327
1773.0,3831.37231066499
1782.0,5202.754335525006
1791.0,4140.144935616175
1800.0,4111.742718924657
1809.0,3975.3453720806388
1818.0,4205.191150211632
1827.0,3893.5345031060383
1836.0,4680.733147602807
1845.0,5317.278571819466
1854.0,8664.221142975357
1863.0,10465.793183164244
1872.0,6085.265993015063
1881.0,5635.532732487905
1890.0,4079.122484926149
1899.0,5752.355761245241
1908.0,8768.35597285566
1917.0,15939.336778667457
1926.0,4510.097306399633
1935.0,4283.768467013475
1944.0,5010.644714890722
1953.0,9612.962351668772
1962.0,28536.284848224528
1971.0,7317.28372994648
1980.0,4439.308123225212
1989.0,4117.277682866454
1998.0,8260.592076755724
2007.0,5321.6292686313145
2016.0,5191.151912190727
2025.0,5153.725220580591
2034.0,4695.4557053665885
2043.0,6541.799320028245
2052.0,8105.611342010051
2061.0,7564.692645457488
2070.0,6572.574474244763
2079.0,7236.9254919128
2088.0,10069.909378743077
2097.0,11813.038254933212
2106.0,7271.973576585015
2115.0,4717.717319214669
2124.0,5295.146819449251
2133.0,6579.720036230283
2142.0,9662.23662645264
2151.0,4667.434776717256
2160.0,5682.14168306056
2169.0,7642.036570590251
2178.0,8717.64888841526
2187.0,5801.924221271143
2196.0,6883.369313131232
2205.0,5253.5881987654575
2214.0,5582.9666918498315
2223.0,6282.019199200299
2232.0,11219.820620543662
2241.0,5123.159128291975
2250.0,6518.510541471142
2259.0,5334.220747255599
2268.0,6224.8177039697075
2277.0,4648.305633422889
2286.0,5312.574423425114
2295.0,4841.615110039981
2304.0,5057.699615106285
2313.0,4826.61816859296
2322.0,5993.164531646754
2331.0,7068.239361620933
2340.0,5257.087903517932
2349.0,15011.570278734202
2358.0,9163.131355956251
2367.0,15735.474720664846
2376.0,6850.759230231752
2385.0,11711.193170353838
2394.0,14609.52685062684
2403.0,5354.378872770311
2412.0,5249.386670088499
2421.0,7410.087328224366
2430.0,7648.280159024643
2439.0,7153.16622739778
2448.0,9060.671536194332
2457.0,10228.439089765256
2466.0,11644.066745713939
2475.0,6759.0770226452005
2484.0,16203.67730176312
2493.0,7009.935273683139
2502.0,6411.072489651813
2511.0,6597.908606494959
2520.0,10140.259638055304
2529.0,7309.046267745455
2538.0,6579.805884966576
2547.0,5926.0674113718305
2556.0,13303.690303511214
2565.0,5939.790928409403
2574.0,6860.40848152536
2583.0,8462.022934068369
2592.0,14533.998226648051
2601.0,5663.70462663534
2610.0,6695.815531051763
2619.0,7522.07566727601
2628.0,10356.057410043755
2637.0,5900.14000334508
2646.0,5724.1126516670265
2655.0,7143.750934691608
2664.0,6076.626528814785
2673.0,5811.102439460472
2682.0,6395.399028512378
2691.0,6911.414548306984
2700.0,6919.46129963619
2709.0,6359.556419498543
2718.0,14443.041285339095
2727.0,7641.198502261023
2736.0,8313.999183918473
2745.0,14148.57062684642
2754.0,10984.440814998377
2763.0,6278.925969297102
2772.0,5804.489002069145
2781.0,6168.464949732797
2790.0,7700.972858052362
2799.0,7384.770165518143
2808.0,12838.135317831335
2817.0,6049.98527471214
2826.0,7555.48269400962
2835.0,8693.14998429141
2844.0,8940.081806585493
2853.0,10066.358281493398
2862.0,8101.634145123687
2871.0,16618.074850812376
2880.0,16834.74960861796
2889.0,6139.430995624751
2898.0,6544.550399689521
2907.0,8262.946445493564
2916.0,7691.126419813565
2925.0,7442.705018663037
2934.0,10462.111371986839
2943.0,9283.334237642648
2952.0,7022.390562733253
2961.0,8260.198844618399
2970.0,7382.467123962368
2979.0,7388.305748314775
2988.0,6010.885859336032
2997.0,7214.012922645767
3006.0,12415.757811903404
3015.0,16891.47983376635
3024.0,8312.244964257254
3033.0,7843.1021533546555
3042.0,8504.66213073961
3051.0,7378.507175205032
3060.0,6487.622688845539
3069.0,7797.737991486258
3078.0,10408.752430518372
3087.0,10669.117201194726
3096.0,6784.557958445376
3105.0,10496.634087442602
3114.0,9492.934987491726
3123.0,8576.97893156093
3132.0,7125.774890964272
3141.0,7228.901679631024
3150.0,10476.33533046447
3159.0,8614.991124272978
3168.0,9326.630790250532
3177.0,8568.14403576488
3186.0,8415.226162076615
3195.0,7255.830136092182
3204.0,7593.881901042731
3213.0,8134.990771030865
3222.0,14506.322824265582
3231.0,15022.270018603549
3240.0,9887.347440079508
3249.0,6926.896915315158
3258.0,8520.33766500831
3267.0,12557.414836784452
3276.0,9609.758579110674
3285.0,7076.069371236449
3294.0,9592.1579836103
3303.0,8593.713591625892
3312.0,9921.874018716015
3321.0,15035.062572134068
3330.0,22244.850571717237
3339.0,13603.890526946592
3348.0,7519.887174183998
3357.0,8874.866587977456
3366.0,21711.402517494033
3375.0,12370.092156154042
3384.0,8763.543109546525
3393.0,8236.45741449678
3402.0,7173.482046752535
3411.0,7428.474869010095
3420.0,10840.1365083213
3429.0,8973.604559822881
3438.0,7930.90045621796
3447.0,7850.846530395605
3456.0,9814.291909012121
3465.0,8871.603676264594
3474.0,8256.921916174186
3483.0,7582.135633691846
3492.0,9602.552246917105
3501.0,14589.232698324198
3510.0,7614.965818042435
3519.0,8776.342222677502
3528.0,12555.49934272588
3537.0,9299.341105069343
3546.0,9075.436625905546
3555.0,9488.838241020434
3564.0,9063.54663248577
3573.0,8233.721900043978
3582.0,8526.46097863833
3591.0,8719.06571470097
3600.0,11466.414719677074
3609.0,11685.51396114626
3618.0,7982.801124984053
