time,energy_abs,energy_wave,eta
9.0,780.4385578600208,5814.667822724834,0.13421894107345522
18.0,1472.6279202920205,5814.667822724834,0.25326088526273316
27.0,2981.1680871826684,5814.667822724834,0.512697918104916
36.0,4420.804819667321,5814.667822724834,0.7602850161775313
45.0,690.2506683258628,5814.667822724834,0.11870852976815478
54.0,989.9479670948962,5814.667822724834,0.17025013247119472
63.0,2206.632974103124,5814.667822724834,0.3794942447923131
72.0,1460.3113792864638,5814.667822724834,0.25114270046163045
81.0,1501.189198872227,5814.667822724834,0.2581728216709633
90.0,2701.4888367941235,5814.667822724834,0.46459899673652694
99.0,7540.107407770007,5814.667822724834,1.2967391496212088
108.0,2224.3118624121967,5814.667822724834,0.38253464002176707
117.0,3887.8601993253415,5814.667822724834,0.6686298027431318
126.0,2974.625835241536,5814.667822724834,0.5115727890105998
135.0,1755.4777368652635,5814.667822724834,0.3019050770199667
144.0,398.0564439043161,5814.667822724834,0.06845729731088598
153.0,867.3701107493584,5814.667822724834,0.14916933128312335
162.0,1166.1795343394724,5814.667822724834,0.2005582382164325
171.0,567.8992027839365,5814.667822724834,0.09766666301460557
180.0,1268.4141866719349,5814.667822724834,0.218140438171675
189.0,569.710477526709,5814.667822724834,0.09797816399763568
198.0,716.7559017718321,5814.667822724834,0.12326686985808769
200.0,42.85021480481574,1292.148405049963,0.007369331509763792
