step,reward
1,0.00012403334
2,0.0003605333
3,0.00045630004
4,3.3333336e-06
5,1.2000002e-06
6,6.4533335e-05
7,3.6300004e-05
8,0.0005292
9,0.00010453333
10,0.00097470003
11,9.72e-05
12,4.5633336e-05
13,1.4700002e-05
14,0.0
15,7.3633346e-05
16,0.00056333333
17,0.000108299995
18,0.0010325334
19,0.0018252002
20,2.0833337e-05
21,3.0000004e-07
22,4.5633336e-05
23,0.0001323
24,0.00023520003
25,0.0025576334
26,0.00023520003
27,8.670001e-05
28,0.00028213335
29,1.2033334e-05
30,0.000116033334
31,0.0018565333
32,0.0044165333
33,0.00015413333
34,2.8033332e-05
35,3.2033335e-05
36,3.2033335e-05
37,0.0008748
38,0.00024083335
39,0.0025208336
40,0.00030083334
41,0.00020280002
42,0.00014083333
43,7.053334e-05
44,1.3333334e-05
45,2.7e-06
46,0.00024653334
47,0.0012160332
48,0.0025947
49,0.0032865335
50,0.0025392002
51,0.0009861334
52,2.43e-05
53,0.000112133326
54,0.00019253335
55,0.0023056336
56,0.0054136333
57,0.0072385343
58,0.0065712007
59,5.6033343e-05
60,8.533334e-06
61,4.0833336e-05
62,2.1333335e-06
63,3.8533333e-05
64,0.00012403334
65,0.0018096336
66,0.00030083334
67,0.0024661333
68,0.00020280002
69,0.0010443002
70,3.4133336e-05
71,1.6333332e-06
72,8.333334e-07
73,3.4133336e-05
74,9.633333e-06
75,9.72e-05
76,1.3333334e-05
77,1.4700002e-05
78,0.00018750002
79,0.0004485333
80,0.00056333333
81,6.533333e-06
82,2.7e-06
83,1.08e-05
84,1.9200002e-05
85,0.00029453338
86,4.5633336e-05
87,0.00029453338
88,0.00032669998
89,7.3633346e-05
90,2.6133332e-05
91,4.8133337e-05
92,4.32e-05
93,2.2533332e-05
94,4.0333334e-06
95,3.0000004e-07
96,6.7500005e-05
97,2.2533332e-05
98,2.0833337e-05
99,1.2033334e-05
100,3.3333336e-06
101,1.3333334e-07
102,4.0833336e-05
103,3e-05
104,5.6033343e-05
105,8.670001e-05
106,0.0008748
107,7.053334e-05
108,0.00024083335
109,1.2000002e-06
110,5.6033343e-05
111,0.0011408334
112,0.0002523
113,0.00024083335
114,0.0019040334
115,7.3633346e-05
116,5.3333337e-05
117,0.00012403334
118,0.0015408334
119,0.00031363333
120,0.0028616334
121,0.0049922997
122,0.0037856335
123,1.2033334e-05
124,0.00015870002
125,0.00029453338
126,0.00041070004
127,0.0004720334
128,0.0042721336
129,0.00034003335
130,0.0017941332
131,0.0022707
132,0.0012805335
133,9.633333e-06
134,0.0003745333
135,0.0011041333
136,0.0019360333
137,0.00012
138,0.00012813334
139,0.00014520001
140,0.00010453333
141,3.2033335e-05
142,1.4700002e-05
143,5.3333337e-05
144,0.0010443002
145,0.00015413333
146,6.7500005e-05
147,0.00021333335
148,9.633333e-06
149,0.0005292
150,0.00014520001
151,0.0001323
152,9.363332e-05
153,0.00048803337
154,1.2000002e-06
155,2.8033332e-05
156,0.000108299995
157,0.0017025335
158,0.004440834
159,0.005824134
160,6.4533335e-05
161,8.333334e-07
162,0.00032013337
163,0.00028213335
164,0.0045633335
165,0.012200834
166,0.0006721334
167,0.00030720004
168,0.0017025335
169,0.0011408334
170,7.680001e-05
171,0.0021845335
172,0.0004485333
173,0.00043319998
174,0.0041301334
175,0.007457634
176,0.0070227003
177,0.0036963
178,1.3333334e-05
179,9.363332e-05
180,0.00017763334
181,0.00035363334
182,0.0050440338
183,0.013062534
184,0.0008533334
185,0.0059643
186,0.009720001
187,0.006810134
188,4.8133337e-05
189,0.0028033333
190,0.0095408335
191,0.0009296334
192,0.007970701
193,0.0009075
194,0.00061653333
195,0.0046625338
196,0.0002187
197,2.0833337e-05
198,6.533333e-06
199,8.670001e-05
200,0.0017327999
201,0.0004181333
202,0.00050430006
203,0.0006075001
204,0.005576033
205,0.008772301
206,0.0056306995
207,6.4533335e-05
208,0.0028421334
209,0.008944133
210,0.0143883005
211,0.00050430006
212,0.00028213335
213,0.0024843
214,0.00015413333
215,0.00043319998
216,4.8000006e-06
